,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
54,C0008677,Chronic bronchitis,SNOMEDCT_US,"What is chronic bronchitis? Chronic bronchitis is a type of COPD (chronic obstructive pulmonary disease). COPD is a group of lung diseases that make it hard to breathe and get worse over time. The other main type of COPD is emphysema. Most people with COPD have both emphysema and chronic bronchitis, but how severe each type is can be different from person to person. Chronic bronchitis is inflammation (swelling) and irritation of the bronchial tubes. These tubes are the airways that carry air to and from the air sacs in your lungs. The irritation of the tubes causes mucus to build up. This mucus and the swelling of the tubes make it harder for your lungs to move oxygen in and carbon dioxide out of your body. What causes chronic bronchitis? The cause of chronic bronchitis is usually long-term exposure to irritants that damage your lungs and airways. In the United States, cigarette smoke is the main cause. Pipe, cigar, and other types of tobacco smoke can also cause chronic bronchitis, especially if you inhale them. Exposure to other inhaled irritants can contribute to chronic bronchitis. These include secondhand smoke, air pollution, and chemical fumes or dusts from the environment or workplace. Rarely, a genetic condition called alpha-1 antitrypsin deficiency can play a role in causing chronic bronchitis. Who is at risk for chronic bronchitis? The risk factors for chronic bronchitis include: Smoking. This the main risk factor. Up to 75% of people who have chronic bronchitis smoke or used to smoke. Long-term exposure to other lung irritants, such as secondhand smoke, air pollution, and chemical fumes and dusts from the environment or workplace. Age. Most people who have chronic bronchitis are at least 40 years old when their symptoms begin. Genetics. This includes alpha-1 antitrypsin deficiency, which is a genetic condition. Also, smokers who get chronic bronchitis are more likely to get it if they have a family history of COPD.  What are the symptoms of chronic bronchitis? At first, you may have no symptoms or only mild symptoms. As the disease gets worse, your symptoms usually become more severe. They can include: Frequent coughing or a cough that produces a lot mucus Wheezing A whistling or squeaky sound when you breathe Shortness of breath, especially with physical activity Tightness in your chest  Some people with chronic bronchitis get frequent respiratory infections such as colds and the flu. In severe cases, chronic bronchitis can cause weight loss, weakness in your lower muscles, and swelling in your ankles, feet, or legs. How is chronic bronchitis diagnosed? Your health care provider may use many tools to make a diagnosis: A medical history, which includes asking about your symptoms A family history Various tests, such as lung function tests, a chest x-ray or CT scan, and blood tests  What are the treatments for chronic bronchitis? There is no cure for chronic bronchitis. However, treatments can help with symptoms, slow the progress of the disease, and improve your ability to stay active. There are also treatments to prevent or treat complications of the disease. Treatments include: Lifestyle changes, such as  Quitting smoking if you are a smoker. This is the most important step you can take to treat chronic bronchitis. Avoiding secondhand smoke and places where you might breathe in other lung irritants Ask your health care provider for an eating plan that will meet your nutritional needs. Also ask about how much physical activity you can do. Physical activity can strengthen the muscles that help you breathe and improve your overall wellness.   Medicines, such as  Bronchodilators, which relax the muscles around your airways. This helps open your airways and makes breathing easier. Most bronchodilators are taken through an inhaler. In more severe cases, the inhaler may also contain steroids to reduce inflammation. Vaccines for the flu and pneumococcal pneumonia, since people with chronic bronchitis are at higher risk for serious problems from these diseases. Antibiotics if you get a bacterial or viral lung infection   Oxygen therapy, if you have severe chronic bronchitis and low levels of oxygen in your blood. Oxygen therapy can help you breathe better. You may need extra oxygen all the time or only at certain times. Pulmonary rehabilitation, which is a program that helps improve the well-being of people who have chronic breathing problems. It may include  An exercise program Disease management training Nutritional counseling Psychological counseling  A lung transplant, as a last resort for people who have severe symptoms that have not gotten better with medicines  If you have chronic bronchitis, it's important to know when and where to get help for your symptoms. You should get emergency care if you have severe symptoms, such as trouble catching your breath or talking. Call your health care provider if your symptoms are getting worse or if you have signs of an infection, such as a fever. Can chronic bronchitis be prevented? Since smoking causes most cases of chronic bronchitis, the best way to prevent it is to not smoke. It's also important to try to avoid lung irritants such as secondhand smoke, air pollution, chemical fumes, and dusts. NIH: National Heart, Lung, and Blood Institute",MEDLINEPLUS,T047,Disease or Syndrome
55,C0009014,Clonidine,SNOMEDCT_US,"An imidazoline derivate and centrally-acting alpha-adrenergic agonist, with antihypertensive activity. Clonidine binds to and stimulates central alpha-2 adrenergic receptors, thereby reducing the amount of norepinephrine (NE) release and thus decreasing sympathetic outflow to the heart, kidneys, and peripheral vasculature. The reduction in sympathetic outflow leads to decreased peripheral vascular resistance, decreased blood pressure, and decreased heart rate. In addition, clonidine binds to imidazoline receptor subtype 1 (I1), which may also contribute to a reduction in blood pressure.",NCI,T109,Organic Chemical
56,C0009214,Codeine,SNOMEDCT_US,"A naturally occurring phenanthrene alkaloid and opioid agonist with analgesic, antidiarrheal and antitussive activities. Codeine mimics the actions of endogenous opioids by binding to the opioid receptors at many sites within the central nervous system (CNS). Stimulation of mu-subtype opioid receptors results in a decrease in the release of nociceptive neurotransmitters such as substance P, GABA, dopamine, acetylcholine and noradrenaline; in addition, the codeine metabolite morphine induces opening of G-protein-coupled inwardly rectifying potassium (GIRK) channels and blocks the opening of N-type voltage-gated calcium channels, resulting in hyperpolarization and reduced neuronal excitability. Stimulation of gut mu-subtype opioid receptors results in a reduction in intestinal motility and delayed intestinal transit times. Antitussive activity is mediated through codeine's action on the cough center in the medulla.",NCI,T109,Organic Chemical
57,C0009217,Codeine phosphate,SNOMEDCT_US,"The phosphate salt of codeine, a naturally occurring phenanthrene alkaloid and opioid agonist with analgesic, antidiarrheal and antitussive activities. Codeine mimics the actions of endogenous opioids by binding to the opioid receptors at many sites within the central nervous system (CNS). Stimulation of mu-subtype opioid receptors results in a decrease in the release of nociceptive neurotransmitters such as substance P, GABA, dopamine, acetylcholine and noradrenaline; in addition, the codeine metabolite morphine induces opening of G-protein-coupled inwardly rectifying potassium (GIRK) channels and blocks the opening of N-type voltage-gated calcium channels, resulting in hyperpolarization and reduced neuronal excitability. Stimulation of gut mu-subtype opioid receptors results in a reduction in intestinal motility and delayed intestinal transit times. Antitussive activity is mediated through codeine's action on the cough center in the medulla.",NCI,T109,Organic Chemical
58,C0009488,comorbidity,CHV,The coexistence of two or more disease processes.,NCI,T033,Finding
59,C0010054,Coronary Arteriosclerosis,MTH,Atherosclerosis of the coronary vasculature.,NCI,T047,Disease or Syndrome
60,C0010068,"heart; disease, coronary",ICPC2ICD10ENG,An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.,MSH,T047,Disease or Syndrome
61,C0010137,Cortisone,SNOMEDCT_US,"A corticosteroid with potent glucocorticoid activity. Therapeutic cortisone is the inactive precursor molecule of the active hormone cortisol, which is the hydroxylation product of cortisone by 11-beta-steroid dehydrogenase. Cortisol increases blood pressure and blood sugar levels, and suppresses the immune system, therefore cortisone is used to treat allergies or inflammation.",NCI,T109,Organic Chemical
62,C0010592,Cyclosporine,SNOMEDCT_US,"A natural cyclic polypeptide immunosuppressant isolated from the fungus Beauveria nivea. The exact mechanism of action of cyclosporine is not known but may involve binding to the cellular protein cytophilin, resulting in inhibition of the enzyme calcineurin. This agent appears to specifically and reversibly inhibit immunocompetent lymphocytes in the G0-or G1-phase of the cell cycle. T-lymphocytes are preferentially inhibited with T-helper cells as the primary target. Cyclosporine also inhibits lymphokine production and release. (NCI04)",NCI,T116,"Amino Acid, Peptide, or Protein"
63,C0010674,Cystic fibrosis,SNOMEDCT_US,"Cystic fibrosis is an inherited disease characterized by the buildup of thick, sticky mucus that can damage many of the body's organs. The disorder's most common signs and symptoms include progressive damage to the respiratory system and chronic digestive system problems. The features of the disorder and their severity varies among affected individuals.~Mucus is a slippery substance that lubricates and protects the linings of the airways, digestive system, reproductive system, and other organs and tissues. In people with cystic fibrosis, the body produces mucus that is abnormally thick and sticky. This abnormal mucus can clog the airways, leading to severe problems with breathing and bacterial infections in the lungs. These infections cause chronic coughing, wheezing, and inflammation. Over time, mucus buildup and infections result in permanent lung damage, including the formation of scar tissue (fibrosis) and cysts in the lungs.~Most people with cystic fibrosis also have digestive problems. Some affected babies have meconium ileus, a blockage of the intestine that occurs shortly after birth. Other digestive problems result from a buildup of thick, sticky mucus in the pancreas. The pancreas is an organ that produces insulin (a hormone that helps control blood glucose levels). It also makes enzymes that help digest food. In people with cystic fibrosis, mucus often damages the pancreas, impairing its ability to produce insulin and digestive enzymes. Problems with digestion can lead to diarrhea, malnutrition, poor growth, and weight loss. In adolescence or adulthood, a shortage of insulin can cause a form of diabetes known as cystic fibrosis-related diabetes mellitus (CFRDM).~Cystic fibrosis used to be considered a fatal disease of childhood. With improved treatments and better ways to manage the disease, many people with cystic fibrosis now live well into adulthood. Adults with cystic fibrosis experience health problems affecting the respiratory, digestive, and reproductive systems. Most men with cystic fibrosis have congenital bilateral absence of the vas deferens (CBAVD), a condition in which the tubes that carry sperm (the vas deferens) are blocked by mucus and do not develop properly. Men with CBAVD are unable to father children (infertile) unless they undergo fertility treatment. Women with cystic fibrosis may experience complications in pregnancy.",MEDLINEPLUS,T047,Disease or Syndrome
